Άγγλος: Άγγλους,Άγγλοι,Άγγλου,Άγγλο,Άγγλων
ανιχνεύσιμος: ανιχνεύσιμο,ανιχνεύσιμου,ανιχνεύσιμων,ανιχνεύσιμη,ανιχνεύσιμοι,ανιχνεύσιμα,ανιχνεύσιμους,ανιχνεύσιμης,ανιχνεύσιμες
ανιχνεύω: ανιχνεύει,ανίχνευαν,ανιχνεύατε,ανιχνεύουμε,ανιχνευθεί,ανιχνεύσει,ανιχνεύαμε,ανίχνευα,ανιχνεύεις,ανιχνευτεί,ανιχνεύουν,ανίχνευε,ανιχνεύετε,ανίχνευες
ανιψιά: ανεψιά,ανεψιάς,ανιψιάς,ανιψιές,ανεψιές,ανεψιών,ανιψιών
ανιψιός: ανεψιού,ανεψιός,ανιψιούς,ανιψιού,ανιψιοί,ανεψιό,ανεψιοί,ανιψιό,ανεψιούς,ανεψιών,ανιψιών
ανοίγομαι: ανοίγεται,ανοιχτείς,ανοιγόσασταν,ανοίχτηκε,ανοιχτώ,ανοιγόμουν,ανοιχτήκατε,ανοίχτηκα,ανοίγεσαι,ανοιχτεί,ανοιχτούν,ανοίξου,ανοιχτούμε,ανοιγόσουν,ανοιχτείτε,ανοιχτήκαμε,ανοίγονται,ανοιγόμασταν,ανοίχτηκαν,ανοίχτηκες,ανοιγόμαστε,ανοίγεστε,ανοίγονταν
ανοίγω: ανοίξετε,άνοιξα,ανοίξαμε,άνοιξαν,ανοίγατε,ανοίξεις,ανοίγεις,ανοίξουμε,ανοίγοντας,ανοίγετε,ανοίξει,άνοιγες,ανοίγει,ανοίξτε,ανοίγαμε,άνοιξες,ανοίξω,άνοιγαν,άνοιξε,άνοιγα,άνοιγε,ανοίγουμε,ανοίξατε,ανοίγουν,ανοίξουν
ανοίκιαστος: ανοίκιαστων,ανοίκιαστους,ανοίκιαστης,ανοίκιαστα,ανοίκιαστοι,ανοίκιαστο,ανοίκιαστου,ανοίκιαστες,ανοίκιαστη
ανοδικός: ανοδικού,ανοδικών,ανοδικοί,ανοδικές,ανοδικούς,ανοδικό,ανοδικά,ανοδικής,ανοδική
ανοησία: ανοησίας,ανοησίες,ανοησιών
ανοησίες: ανοησιών
ανοιγμένος: ανοιγμένου,ανοιγμένοι,ανοιγμένους,ανοιγμένη,ανοιγμένων,ανοιγμένης,ανοιγμένα,ανοιγμένες,ανοιγμένο
ανοιγοκλείνω: ανοιγοκλίνετε,ανοιγοκλίσετε,ανοιγόκλισαν,ανοιγοκλίνουμε,ανοιγοκλίνεις,ανοιγοκλίσεις,ανοιγοκλίνατε,ανοιγοκλίσαμε,ανοιγοκλίσουν,ανοιγοκλίσω,ανοιγοκλίναμε,ανοιγόκλισες,ανοιγόκλινε,ανοιγόκλινες,ανοιγόκλισα,ανοιγόκλισε,ανοιγοκλίνοντας,ανοιγόκλιναν,ανοιγόκλινα,ανοιγοκλίνουν,ανοιγοκλίσουμε,ανοιγοκλίσει,ανοιγοκλίσατε,ανοιγοκλίνει
ανοικοδομώ: ανοικοδόμησε,ανοικοδομούσες,ανοικοδομείτε,ανοικοδομήσατε,ανοικοδομούσα,ανοικοδομούσατε,ανοικοδόμησες,ανοικοδομεί,ανοικοδομούν,ανοικοδομούσε,ανοικοδομούσαν,ανοικοδόμησα,ανοικοδομούσαμε,ανοικοδόμησαν,ανοικοδομώντας,ανοικοδομούμε,ανοικοδομείς
ανοικοδόμηση: ανοικοδομήσεων,ανοικοδομήσεως,ανοικοδομήσεις,ανοικοδόμησης
ανοιχτά: ανοικτά
ανοιχτήρι: ανοιχτηριού,ανοιχτήρια,ανοιχτηριών
ανοιχτοχέρης: ανοιχτοχέρα,απλοχέρης,ανοιχτοχέρικου,ανοιχτοχέρικο,ανοιχτοχέρας,ανοιχτοχέρη
ανοιχτός: ανοικτούς,ανοιχτή,ανοικτή,ανοικτά,ανοικτές,ανοιχτοί,ανοιχτά,ανοιχτό,ανοικτών,ανοιχτές,ανοιχτούς,ανοιχτής,ανοικτού,ανοιχτών,ανοικτοί,ανοικτό,ανοιχτού,ανοικτός,ανοικτής
ανομία: ανομίες,ανομιών,ανομίας
ανομβρία: ανομβρίες,ανομβρίας,ανομβριών
ανομοιογένεια: ανομοιογένειας
ανομοιογενής: ανομοιογενών,ανομοιογενή,ανομοιογενούς,ανομοιογενές,ανομοιογενώς
ανομοιομερής: ανομοιομερώς
ανομοιόμορφος: ανομοιόμορφων,ανομοιόμορφο,ανομοιόμορφους,ανομοιόμορφοι,ανομοιόμορφου,ανομοιόμορφης,ανομοιόμορφα,ανομοιόμορφες,ανομοιόμορφη
ανομοιότητα: ανομοιότητας
ανορεξία: ανορεξίας
ανορθογραφώ: ανορθογράφησαν,ανορθογραφούσαμε,ανορθογραφείς,ανορθογραφήσει,ανορθογραφούμε,ανορθογραφεί,ανορθογραφήσατε,ανορθογραφείτε,ανορθογραφούσατε,ανορθογραφώντας,ανορθογραφήσεις,ανορθογραφούν,ανορθογραφούσες,ανορθογραφούσαν,ανορθογραφήσουν,ανορθογραφήσουμε,ανορθογραφήσετε,ανορθογραφούσε,ανορθογράφησα,ανορθογραφήσαμε,ανορθογράφησε,ανορθογραφούσα,ανορθογράφησες,ανορθογραφήσω
ανορθωτής: ανορθωτή,ανορθωτές,ανορθωτών
ανορθωτικός: ανορθωτικές,ανορθωτικών,ανορθωτικούς,ανορθωτικά,ανορθωτικού,ανορθωτικοί,ανορθωτικό,ανορθωτική,ανορθωτικής
ανορθόγραφος: ανορθόγραφους,ανορθόγραφη,ανορθόγραφοι,ανορθόγραφο,ανορθόγραφες,ανορθόγραφης,ανορθόγραφα,ανορθόγραφων,ανορθόγραφου
ανορθόδοξος: ανορθόδοξο,ανορθόδοξων,ανορθόδοξους,ανορθόδοξης,ανορθόδοξη,ανορθόδοξα,ανορθόδοξου,ανορθόδοξοι,ανορθόδοξες
ανοστιά: ανοστιάς
ανοχή: ανοχής
ανούσιος: ανούσιων,ανούσιοι,ανούσιους,ανούσιου,ανούσιο,ανούσιας,ανούσια,άνοστος,ανούσιες
αντάλλαγμα: ανταλλάγματα,ανταλλαγμάτων,ανταλλάγματος
αντάμα: μαζί
αντάρα: αντάρας
αντάρτης: αντάρτη,αντάρτες,ανταρτών
αντέγγραφο: αντέγγραφου,αντεγγράφων,αντέγγραφων,αντεγγράφου,αντέγγραφα
αντέγκληση: αντενγκλήσεως,αντενγκλήσεις,αντέγκλησης,αντενγκλήσεων
αντένα: κεραία,αντένας,αντένες,αντενών
αντέφεση: αντεφέσεως,αντεφέσεις,αντέφεσης,αντεφέσεων
αντέχω: άντεξαν,αντέξω,αντέχει,άντεχες,αντέξατε,αντέχαμε,άντεχε,αντέχετε,αντέξουμε,αντέχατε,αντέχουμε,άντεχα,αντέχοντας,αντέξουν,αντέχουν,άντεξες,αντέξετε,αντέξαμε,αντέξει,αντέξεις,αντέχεις,άντεξα,άντεχαν,άντεξε
αντήχηση: αντηχήσεις,αντήχησης,αντηχήσεων,αντηχήσεως
αντί: αντ'
αντίβαρο: αντίβαρων,αντίβαρα,αντίβαρου
αντίγραφο: αντιγραφών,αντίγραφου,αντιγράφων,κόπια,αντίγραφα
αντίδι: αντιδιών,αντιδιού,αντίδια
αντίδοτο: αντίδοτων,αντίδοτου,αντίδοτα
αντίδραση: αντιδράσεις,αντίδρασης,αντιδράσεων
αντίδωρο: αντίδωρου
αντίζηλος: αντίζηλη,αντίζηλες,αντίζηλο,αντίζηλοι,αντίζηλου,αντίζηλων,αντίζηλης,αντίζηλους,αντίζηλα
αντίθεση: αντιθέσεων,αντίθεσης,αντιθέσεις
αντίθετα: αντιθέτως
αντίθετο: αντίθετα,αντίθετου,αντίθετων
αντίθετος: αντίθετες,αντιθέτων,αντίθετο,αντίθετους,αντιθέτου,αντίθετοι,αντίθετου,αντίθετης,αντίθετη,αντίθετα,αντιθέτους,αντίθετων
αντίκα: αντίκας,αντίκες,αντικών
αντίκρουση: αντικρούσεις,αντίκρουσης,αντικρούσεως,αντικρούσεων
αντίκτυπος: αντίκτυπο,αντίκτυπους,αντίκτυπου,αντίκτυποι,αντίκτυπων
αντίλαλος: αντίλαλοι,αντίλαλων,αντίλαλου,αντίλαλο,αντίλαλους
αντίληψη: αντιλήψεις,αντίληψης,αντιλήψεων
αντίλογος: αντίλογων,αντίλογου,αντιλογία,αντίλογοι,αντίλογους,αντίλογο
αντίπαλος: αντίπαλου,αντίπαλους,αντίπαλα,αντίπαλοι,αντίπαλων,αντίπαλο,αντίπαλες,αντίπαλη,αντίπαλης
αντίπραξη: αντιπράξεις,αντίπραξης,αντιπράξεων,αντιπράξεως
αντίρρηση: αντιρρήσεων,αντιρρήσεις,αντίρρησης
αντίρροπος: αντίρροπες,αντίρροπο,αντίρροπου,αντίρροπων,αντίρροποι,αντίρροπης,αντίρροπα,αντίρροπη,αντίρροπους
αντίσταση: αντιστάσεις,αντίστασης,αντιστάσεων
αντίστιξη: αντιστίξεις,αντιστίξεως,αντιστίξεων,αντίστιξης
αντίστοιχος: αντίστοιχο,αντίστοιχη,αντίστοιχοι,αντίστοιχες,αντίστοιχης,αντίστοιχου,αντίστοιχων,αντίστοιχα,αντίστοιχους
αντίστροφος: αντίστροφους,αντίστροφα,αντίστροφο,αντίστροφες,αντίστροφοι,αντίστροφου,αντίστροφων,αντίστροφης,αντίστροφη
αντίτιμο: αντιτίμου,αντίτιμα,αντιτίμων
αντίτυπο: αντίτυπου,αντίτυπα,αντίτυπων
αντίφαση: αντιφάσεως,αντιφάσεων,αντιφάσεις,αντίφασης
αντίφωνο: αντιφώνου
ανταγωνίζομαι: ανταγωνίστηκες,ανταγωνιζόσασταν,ανταγωνίσθηκες,ανταγωνιστήκαμε,ανταγωνίστηκα,ανταγωνισθώ,ανταγωνιστούμε,ανταγωνισθήκαμε,ανταγωνίστηκαν,ανταγωνιστώ,ανταγωνιστεί,ανταγωνισθούμε,ανταγωνίζεστε,ανταγωνισθήκατε,ανταγωνίσθηκαν,ανταγωνίζεται,ανταγωνιζόμαστε,ανταγωνισθείτε,ανταγωνισθούν,ανταγωνιστείς,ανταγωνίζεσαι,ανταγωνισθεί,ανταγωνιζόμουν,ανταγωνίστηκε,ανταγωνιζόσουν,ανταγωνισθείς,ανταγωνίσου,ανταγωνιστείτε,ανταγωνίσθηκε,ανταγωνιζόμασταν,ανταγωνίζονται,ανταγωνίσθηκα,ανταγωνιστούν,ανταγωνιζόταν,ανταγωνιστήκατε,ανταγωνίζονταν
ανταγωνιζόμενος: ανταγωνιζόμενο,ανταγωνιζόμενους,ανταγωνιζόμενων,ανταγωνιζόμενης,ανταγωνιζομένους,ανταγωνιζόμενη,ανταγωνιζομένου,ανταγωνιζόμενα,ανταγωνιζόμενες,ανταγωνιζόμενου,ανταγωνιζομένων,ανταγωνιζόμενοι
ανταγωνισμός: ανταγωνισμού,ανταγωνισμών,ανταγωνισμό,ανταγωνισμοί,ανταγωνισμούς
ανταγωνιστής: ανταγωνιστές,ανταγωνιστών,ανταγωνιστή
ανταγωνιστικός: ανταγωνιστικές,ανταγωνιστικό,ανταγωνιστικής,ανταγωνιστικού,ανταγωνιστική,ανταγωνιστικών,ανταγωνιστικά,ανταγωνιστικοί,ανταγωνιστικούς
